start,end,strand,gene_id,description
2817226,2817453,-1,BAA10495,
2817862,2819196,1,BAA10496,cytochrome P450
2819323,2819877,1,BAA10497,
2819894,2821855,-1,BAA10498,acetyl-coenzyme A synthetase
2822101,2822454,1,BAA10499,
2822579,2823535,-1,BAA10500,acyl-CoA desaturase 1
2823646,2824893,1,BAA10501,
2825023,2825355,1,BAA10502,
2825331,2825711,1,BAA10503,
2825718,2826641,-1,BAA10504,
2826754,2827947,-1,BAA10505,
2828140,2829072,1,BAA10506,
2829098,2831011,1,BAA10507,
2831106,2831303,1,BAA10508,50S ribosomal protein L33
2831400,2831615,1,BAA10509,30S ribosomal protein S18
2831881,2833083,1,BAA10510,alanine racemase
2833378,2835867,1,BAA10511,
2835816,2837510,-1,BAA10512,low affinity sulfate transporter
2837795,2838910,-1,BAA10513,OppC in a binding protein-dependent transport system
2838924,2839379,-1,BAA10514,
2839689,2839904,1,BAA10515,
2839957,2842575,1,BAA10516,replicative DNA helicase
2842772,2843683,1,BAA10517,MoxR protein
2843714,2844742,1,BAA10518,"dTDP-glucose 4,6-dehydratase"
2844809,2845072,-1,BAA10519,
2845180,2847189,-1,BAA10520,elongation factor EF-G
2847323,2848348,1,BAA10521,phosphoribosyl formylglycinamidine cyclo-ligase
2848345,2848983,-1,BAA10522,methyltransferase
2849096,2850259,1,BAA10523,ferrochelatase
2850331,2851851,-1,BAA10524,6-aminohexanoate-cyclic-dimer hydrolase
2851854,2853344,-1,BAA10525,
2853611,2854486,1,BAA10526,
2854916,2856130,1,BAA10527,
2856160,2857410,-1,BAA10528,polyA polymerase
2857507,2857755,1,BAA10529,ycf34 gene product
2857874,2859919,1,BAA10530,NADH dehydrogenase subunit 5
2860071,2860289,-1,BAA10531,
2860500,2861072,1,BAA10532,
2861101,2861838,-1,BAA10533,succinate dehydrogenase iron-sulfur protein
2862005,2862394,-1,BAA10534,
2862558,2863031,1,BAA10535,
2863093,2866923,-1,BAA10536,
2867372,2867851,1,BAA10537,KdtB protein
2867917,2868750,1,BAA10538,
2868767,2869561,1,BAA10539,glucose inhibited division protein B
2869752,2870699,1,BAA10540,sensory transduction histidine kinase
2870696,2871418,-1,BAA10541,
2871674,2873116,1,BAA10542,ABC transporter subunit
2873258,2874028,1,BAA10543,ABC transporter subunit
2874164,2875525,1,BAA10544,
2875593,2876855,1,BAA10545,NifS protein
2876845,2878035,-1,BAA10546,
2878078,2879289,-1,BAA10547,
2879286,2879771,-1,BAA10548,imidazoleglycerol-phosphate dehydratase; histidinol-phosphatase
2879965,2880549,-1,BAA10549,phosphoheptose isomerase
2880766,2881155,1,BAA10550,
2881378,2883819,1,BAA10551,general secretion pathway protein E
2883920,2884276,-1,BAA10552,
2884357,2884839,1,BAA10553,ribonuclease H
2885022,2885810,1,BAA10554,OmpR subfamily
2886182,2887513,1,BAA10555,
2887644,2889122,1,BAA10556,ATP-dependent RNA helicase; DeaD
2889265,2890320,-1,BAA10557,N-acetyl-gamma-glutamyl-phosphate reductase
2890566,2891198,1,BAA10558,N-acetyl-glutamate-gamma-semialdehyde dehydrogenase
2891201,2893012,-1,BAA10559,threonyl-tRNA synthetase
2893184,2894779,1,BAA10560,
2894946,2896574,1,BAA10561,b-carotene ketolase
2896657,2897610,1,BAA10562,delta(24)-sterol C-methyltransferase
2897634,2898653,1,BAA10563,4-hydroxyphenylpyruvic acid dioxgenase
2898710,2900080,1,BAA10564,aldehyde dehydrogenase
2900089,2900862,1,BAA10565,
2900980,2901978,1,BAA10566,DnaJ protein
2902007,2902669,1,BAA10567,O-methyltransferase
2902831,2904501,1,BAA10568,low affinity sulfate transporter
2904531,2905235,1,BAA10569,
2905482,2906510,-1,BAA10570,ABC transporter
2906797,2907429,1,BAA10571,imidazoleglycerol-phosphate dehydratase
2907447,2908058,-1,BAA10572,
2908175,2909383,-1,BAA10573,
2909493,2909801,-1,BAA10574,
2909975,2910874,-1,BAA10575,NarL subfamily
2911122,2911859,-1,BAA10576,ABC transporter
2911990,2913048,1,BAA10577,CobW protein
2913111,2914124,1,BAA10578,
2914134,2914706,1,BAA10579,
2914828,2915796,1,BAA10580,protochlorophyllide oxido-reductase
2915853,2917076,-1,BAA10581,
2916997,2917464,-1,BAA10582,
2917536,2918774,-1,BAA10583,
2918957,2919574,1,BAA10584,alkaline phosphatase like protein
2919706,2921223,1,BAA10585,
2921446,2921604,1,BAA10586,transposase
2921660,2922439,1,BAA10587,transposase
2922907,2923359,-1,BAA10588,
2923356,2923799,-1,BAA10589,
2923803,2924567,-1,BAA10590,
2924779,2925819,1,BAA10591,periplasmic iron-binding protein
2925899,2926786,1,BAA10592,
2926783,2927283,1,BAA10593,
2927280,2929700,-1,BAA10594,sensory transduction histidine kinase
2929703,2930755,-1,BAA10595,
2930768,2931382,1,BAA10596,
2931476,2932009,1,BAA10597,arabinofuranosidase
2932211,2932513,1,BAA10598,
2932510,2933184,1,BAA10599,phosphoribosyl formylglycinamidine synthase
2933159,2934172,1,BAA10600,
2934430,2935320,1,BAA10601,
2935471,2937525,-1,BAA10602,
2937748,2938308,-1,BAA10603,
2938630,2939631,-1,BAA10604,ribose-phosphate pyrophosphokinase
2939802,2940515,1,BAA10605,dethiobiotin synthetase; BioD
2940566,2941666,-1,BAA10606,queuosine biosynthesis protein; QueA
2941756,2942883,-1,BAA10607,
2943000,2943734,-1,BAA10608,
2943770,2944201,-1,BAA10609,
2944272,2944889,-1,BAA10610,transcriptional regulatory protein
2945070,2946137,-1,BAA10611,glucokinase
2946344,2948086,1,BAA10612,ABC transporter
2948563,2949819,1,BAA10613,
2950107,2950343,1,BAA10614,
2951099,2952454,1,BAA10615,
2952561,2954255,-1,BAA10616,
2954506,2956089,1,BAA10617,cobyric acid synthase
2956107,2957153,1,BAA10618,
2957125,2957364,1,BAA10619,
2957479,2957940,-1,BAA10620,
2958036,2959487,-1,BAA10621,pyruvate kinase
2959530,2960756,-1,BAA10622,
2961120,2961443,1,BAA10623,thioredoxin
2961619,2962647,-1,BAA10624,
2962706,2963227,-1,BAA10625,
2963397,2964512,1,BAA10626,
2964570,2966033,1,BAA10627,
2966154,2966537,-1,BAA10628,chorismate mutase
2966735,2967931,1,BAA10629,
2968169,2969188,1,BAA10630,transposase
2969677,2971200,-1,BAA10631,ammonium/methylammonium permease
2971475,2972095,-1,BAA10632,4-hydroxy-2-oxoglutarate aldolase
2972215,2973222,1,BAA10633,
2973268,2975703,1,BAA10634,
2975741,2977003,-1,BAA10635,
2977086,2978162,-1,BAA10636,
2978508,2979896,1,BAA10637,
2979896,2980600,1,BAA10638,
2980659,2980967,-1,BAA10639,
2981009,2982190,-1,BAA10640,N-acyl-L-amino acid amidohydrolase
2982289,2983566,-1,BAA10641,precorrin-6y methylase
2983695,2984747,-1,BAA10642,
2984985,2986241,1,BAA10643,
2986238,2987194,1,BAA10644,
2987263,2988609,-1,BAA10645,
2988807,2990510,-1,BAA10646,ABC1-like
2990525,2991898,-1,BAA10647,sensory transduction histidine kinase
2992055,2992690,1,BAA10648,
2992802,2993323,1,BAA10649,
2993505,2994062,1,BAA10650,
2994185,2995717,1,BAA10651,
2995908,2996633,1,BAA10652,OmpR subfamily
2996695,2997441,1,BAA10653,
2997811,2998080,-1,BAA10654,transposase
2998239,2998925,-1,BAA10655,transposase
2999181,3000560,1,BAA10656,ThiC protein
3000786,3001742,1,BAA10657,serum resistance locus; BrkB
3002075,3002797,1,BAA10658,
3002966,3004453,1,BAA10659,
3004454,3006640,-1,BAA10660,polyphosphate kinase
3007280,3007573,-1,BAA10661,septum site-determining protein; MinE
3007631,3008431,-1,BAA10662,septum site-determining protein; MinD
3008508,3009251,-1,BAA10664,septum site-determining protein; MinC
3009463,3010095,1,BAA10665,heterocyst to vegetative cell connection protein
3010157,3010864,1,BAA10666,
3010840,3011424,1,BAA10667,
3011672,3014128,1,BAA10668,phosphoenolpyruvate synthase
3014390,3016696,1,BAA10669,
3017183,3018151,1,BAA10670,
3018204,3019214,1,BAA10671,
3019261,3019890,1,BAA10672,
3020301,3021821,1,BAA10673,
3021893,3022408,-1,BAA10674,
3022532,3024271,-1,BAA10675,
3024508,3025746,-1,BAA10676,
3026236,3027657,1,BAA10677,P-methylase
3028501,3029481,-1,BAA10678,
3029483,3030655,-1,BAA10679,
3030725,3031828,-1,BAA10680,
3032496,3034775,1,BAA10681,sensory transduction histidine kinase
3034783,3035412,1,BAA10682,NarL subfamily
3035634,3036191,1,BAA10683,
3036234,3037064,1,BAA10684,bromoperoxidase
3037310,3038044,1,BAA10685,
3038375,3039166,1,BAA10686,
3039858,3040721,1,BAA10687,
3040804,3041415,1,BAA10688,
3041494,3042408,1,BAA10689,beta-lactamase
3042487,3042684,-1,BAA10690,
3042789,3043613,1,BAA10691,methionine aminopeptidase
3043528,3043926,-1,BAA10692,
3044833,3045852,1,BAA10693,
3045877,3047265,1,BAA10694,pre-B cell enhancing factor
3047714,3048271,1,BAA10695,
3048285,3048635,1,BAA10696,UmuC protein
3048902,3050266,-1,BAA10697,sensory transduction histidine kinase
3050263,3050967,-1,BAA10698,OmpR subfamily
3051086,3051733,1,BAA10699,
3051772,3054936,1,BAA10700,cation or drug efflux system protein
3054872,3055699,1,BAA10701,
3055814,3057151,1,BAA10702,nickel resistance
3057217,3058329,-1,BAA10703,mercuric resistance operon regulatory protein; precorrin isomerase
3058411,3060339,1,BAA10704,cation-transporting ATPase; E1-E2 ATPase
3060469,3060795,-1,BAA10705,
3060807,3061205,-1,BAA10706,transcriptional repressor; SmtB
3061357,3063522,1,BAA10707,unknown protein
3063549,3064925,-1,BAA10708,sensory transduction histidine kinase
3064912,3065610,-1,BAA10709,OmpR subfamily
3065617,3066207,-1,BAA10710,
3066429,3066752,1,BAA10711,transposase
3066749,3067177,1,BAA10712,transposase
3067358,3067648,-1,BAA10713,
3067652,3068620,-1,BAA10714,
3068630,3069208,-1,BAA10715,
3069162,3070250,-1,BAA10716,
3070281,3071321,-1,BAA10717,nitrilase
3071459,3071941,-1,BAA10718,
3072406,3073656,1,BAA10719,
3073629,3074738,-1,BAA10720,putative protein kinase
3075110,3075577,-1,BAA10721,
3075546,3075848,-1,BAA10722,
3075896,3078550,-1,BAA10723,
3078838,3081210,-1,BAA10724,ABC transporter
3081264,3082181,-1,BAA10725,
3082151,3083668,-1,BAA10726,eukaryotic protein kinase
3083746,3084123,-1,BAA10727,
3084346,3084585,1,BAA10728,salt-stress induced hydrophobic peptide
3084677,3088435,1,BAA10729,
3088419,3088883,1,BAA10730,
3089093,3089515,1,BAA10731,
3089656,3091014,1,BAA10732,
3091244,3091657,1,BAA10733,mercuric resistance operon regulatory protein
3091764,3093017,1,BAA10734,
3093408,3093845,-1,BAA10735,
3093908,3094693,-1,BAA10736,transposase
3094773,3094970,-1,BAA10737,transposase
3095044,3095586,-1,BAA10738,
3096048,3096332,1,BAA10739,transposase
3096388,3097173,1,BAA10740,transposase
3097275,3097379,1,BAA10741,transposase
3097436,3098284,1,BAA10742,transposase
3098425,3098718,1,BAA10743,transposase
3098729,3101566,-1,BAA10744,cation-transporting ATPase; E1-E2 ATPase
3101820,3102962,-1,BAA10745,magnesium and cobalt transport protein
3103070,3103579,-1,BAA10746,
3103784,3104104,-1,BAA10747,
3104142,3107102,1,BAA10748,DNA polymerase I
3107285,3108493,1,BAA10749,
3108643,3109023,-1,BAA10750,transposase
3109036,3109695,-1,BAA10751,transposase
3109733,3110152,-1,BAA10752,transposase
3110216,3110560,-1,BAA10753,transposase
3110910,3111830,-1,BAA10754,
3111996,3112388,1,BAA10755,
3112517,3113803,1,BAA10756,glutamate dehydrogenase (NADP+)
3113874,3114287,1,BAA10757,
3114479,3115447,1,BAA10758,
3115572,3115973,-1,BAA10759,ferredoxin (bacterial type ferredoxin family)
3115973,3116359,-1,BAA10760,Ycf35
3116440,3116682,-1,BAA10761,
3117042,3118091,-1,BAA10762,pyridoxal phosphate biosynthetic protein; PdxA
3118192,3118302,1,BAA10763,cytochrome b6-f complex subunit; PetM
3118391,3119515,1,BAA10764,transfer RNA-guanine transglycosylase
3119608,3121176,-1,BAA10765,
3121193,3121687,-1,BAA10766,
3121684,3121953,-1,BAA10767,
3121972,3123069,-1,BAA10768,phospho-N-acetylmuramoyl-pentapeptide-transferase
3123182,3125035,1,BAA10769,
3125045,3126199,-1,BAA10770,phosphofructokinase
3126311,3127342,-1,BAA10771,
3127364,3127846,-1,BAA10772,
3127864,3128313,-1,BAA10773,
3128387,3131986,-1,BAA10774,pyruvate oxidoreductase
3132577,3133284,-1,BAA10775,
3133291,3135138,-1,BAA10776,ABC transporter
3135185,3135997,-1,BAA10777,molybdate-binding periplasmic protein
3136019,3138604,-1,BAA10778,
3138917,3139855,-1,BAA10779,
3140045,3140356,-1,BAA10780,
3140307,3140678,1,BAA10781,
3140713,3142875,-1,BAA10782,sucrose phosphate synthase
3142957,3143571,1,BAA10783,
3143696,3144181,-1,BAA10784,
3144213,3148421,-1,BAA10785,CheA like protein
3148438,3148929,-1,BAA10786,methyl-accepting chemotaxis protein II
3148975,3151977,-1,BAA10787,tsr or; CheD
3152239,3152787,-1,BAA10788,
3152955,3153314,-1,BAA10789,CheY subfamily
3153452,3154660,-1,BAA10790,PatA subfamily
3154910,3156664,1,BAA10791,
3156760,3157677,1,BAA10792,branched-chain amino acid aminotransferase
3157734,3158048,1,BAA10793,
3158106,3159116,-1,BAA10794,
3159350,3160651,-1,BAA10795,
3160717,3161886,1,BAA10796,aspartate aminotransferase
3161899,3162675,-1,BAA10797,
3162738,3164243,-1,BAA10798,
3164404,3165591,-1,BAA10799,
3166050,3166448,1,BAA10800,
3166607,3167680,1,BAA10801,
3167887,3168801,-1,BAA10802,CmpR
3169054,3170412,1,BAA10803,bicarbonate transporter
3170475,3171317,1,BAA10804,unknown protein
3171428,3173158,1,BAA10805,
3173335,3175338,1,BAA10806,nitrate transport protein; NrtC
3175411,3176259,1,BAA10807,nitrate transport protein; NrtD
3176543,3178066,-1,BAA10808,NADH dehydrogenase subunit 4
3178231,3180135,-1,BAA10809,NADH dehydrogenase subunit 5
3180380,3181537,-1,BAA10810,
3181708,3182013,-1,BAA10811,RNA binding protein
3182315,3183007,1,BAA10812,Mg-protoporphyrin IX methyl transferase
3183014,3183796,1,BAA10813,alpha-ketopantoate hydroxymethyl transferase
3183756,3184571,1,BAA10814,ExsB protein
3184733,3186250,1,BAA10815,UDP-MurNac-tripeptide synthetase
3186379,3188043,-1,BAA10816,
3188483,3189748,1,BAA10817,
3189929,3190768,1,BAA10818,membrane bound sugar transport protein
3190768,3191664,1,BAA10819,membrane bound sugar transport protein
3191661,3192494,-1,BAA10820,
3192683,3193900,1,BAA10821,sensory transduction histidine kinase
3193999,3196542,1,BAA10822,soluble lytic transglycosylase
3196783,3198624,1,BAA10823,serine proteinase
3198731,3199783,1,BAA10824,uroporphyrinogen decarboxylase
3199930,3200838,-1,BAA10825,Ap-4-A phosphorylase II
3200940,3201452,-1,BAA10826,
3201688,3202689,1,BAA10827,
3202699,3203862,-1,BAA10828,magnesium and cobalt transport protein
3203994,3204743,-1,BAA10829,
3204740,3205651,-1,BAA10830,
3205694,3207103,-1,BAA10831,diaminopimelate decarboxylase
3207272,3208696,-1,BAA10832,
3208698,3210452,-1,BAA10833,arginyl-tRNA-synthetase
3210650,3211606,-1,BAA10834,
3211808,3212518,1,BAA10835,
3212598,3213194,1,BAA10836,ATP-dependent protease; ClpP
3213272,3214510,1,BAA10837,tryptophan synthase beta subunit
3214581,3217427,-1,BAA10838,
3217855,3218655,1,BAA10839,ABC transporter
3218679,3219131,-1,BAA10840,
3219158,3219985,-1,BAA10841,
3220162,3221106,1,BAA10842,auxin-induced protein
3221251,3222435,-1,BAA10843,
3222476,3224017,-1,BAA10844,asparaginyl-tRNA synthetase
3224429,3225334,-1,BAA10845,
3225628,3226314,-1,BAA10846,
3226340,3227266,-1,BAA10847,ornithine carbamoyltransferase chain f
3227379,3227909,-1,BAA10848,phosphoribosylaminoimidazole carboxylase
3228010,3228375,1,BAA10849,single-stranded DNA-binding protein
3228712,3229590,1,BAA10850,4-hydroxybenzoate-octaprenyl transferase
3229780,3230838,1,BAA10851,photosystem II D2 protein
3230963,3231550,1,BAA10852,
3231569,3232879,1,BAA10853,
3232902,3233180,1,BAA10854,
3233177,3233809,-1,BAA10855,ATP phosphoribosyltransferase
3233816,3235186,-1,BAA10856,UDP-N-acetylglucosamine pyrophosphorylase
3235429,3235680,1,BAA10857,
3235746,3236855,-1,BAA10858,
3236874,3237128,-1,BAA10859,
3237125,3238258,-1,BAA10860,DnaJ protein
3238365,3238868,-1,BAA10861,Holliday juction resolvase; RuvC
3238873,3239748,-1,BAA10862,ammonium transport protein
3240181,3241068,1,BAA10863,indole-3-glycerol phosphate synthase
3241089,3242714,-1,BAA10864,ammonium/methylammonium permease
3242711,3243781,-1,BAA10865,
3244079,3245416,-1,BAA10866,ATP-dependent protease ATPase subunit
3245421,3246101,-1,BAA10867,ATP-dependent Clp protease proteolytic subunit
3246401,3247816,-1,BAA10868,trigger factor
3248484,3249326,1,BAA10869,aspartate beta-semialdehyde dehydrogenese
3249386,3250291,1,BAA10870,dihydrodipicolinate synthase
3250985,3252907,1,BAA10871,
3252992,3253726,1,BAA10872,
3253809,3254414,1,BAA10873,
3254560,3257670,1,BAA10874,
3257692,3259887,-1,BAA10875,
3260137,3261276,-1,BAA10876,
3261406,3262062,1,BAA10877,
3262064,3262459,-1,BAA10878,
3262471,3262749,-1,BAA10879,
3262819,3264162,-1,BAA10880,
3264290,3267022,1,BAA10881,valyl-tRNA synthetase
3267244,3267555,-1,BAA10882,NADH dehydrogenase subunit 4L
3267695,3268291,-1,BAA10883,NADH dehydrogenase subunit 6
3268386,3268967,-1,BAA10884,NADH dehydrogenase subunit; NdhI
3269078,3270196,-1,BAA10885,NADH dehydrogenase subunit 1
3270451,3271596,1,BAA18627,dihydroorotate dehydrogenase
3271699,3272178,1,BAA18628,
3272165,3273442,1,BAA18629,
3273693,3274016,1,BAA18630,
3274546,3275307,-1,BAA18631,
3275314,3277923,-1,BAA18632,aminopeptidase
3278122,3279135,-1,BAA18633,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
3279390,3280907,1,BAA18634,UDP-N-acetylmuramate-alanine ligase
3280979,3281932,1,BAA18635,
3281954,3282307,1,BAA18636,
3282442,3282912,-1,BAA18637,bacterioferritin
3283104,3283406,-1,BAA18638,
3283467,3284165,1,BAA18639,recombination protein
3284283,3284846,-1,BAA18640,
3285051,3287168,-1,BAA18641,
3287354,3289264,1,BAA18642,
3289256,3290785,-1,BAA18643,
3291097,3291966,1,BAA18644,
3292177,3292884,-1,BAA18645,
3293078,3294505,1,BAA18646,
3294498,3295250,-1,BAA18647,OmpR subfamily
3295580,3296443,-1,BAA18648,monophosphatase
3296462,3297247,1,BAA18649,
3297312,3298097,-1,BAA18650,
3298326,3299384,1,BAA18651,sulfate binding protein; SbpA
3299421,3299714,1,BAA18652,
3299716,3300576,1,BAA18653,sulfate transport system permease protein
3300563,3301393,1,BAA18654,sulfate transport system permease protein
3301555,3302622,1,BAA18655,sulfate transport system permease protein
3302812,3303339,1,BAA18656,general secretion pathway protein G
3303481,3304680,1,BAA18657,chromate transport protein
3304872,3305381,1,BAA18658,phycobilisome core component
3305654,3308773,-1,BAA18659,helicase of the snf2/rad54 family
3308878,3309474,1,BAA18660,
3309530,3311431,-1,BAA18661,
3311660,3313345,1,BAA18662,
3313667,3315754,1,BAA18663,elongation factor EF-G
3315938,3316735,1,BAA18664,
3317363,3317593,-1,BAA18665,NifU protein
3317701,3318804,-1,BAA18666,ketol-acid reductoisomerase
3318829,3319212,1,BAA18667,
3319281,3320051,1,BAA18668,phosphorybosilformimino-5-amino-phosphorybosil-4-imidazolecarboxamideisomerase
3320075,3321736,-1,BAA18669,L-aspartate oxidase
3321844,3322281,-1,BAA18670,
3322377,3322763,-1,BAA18671,photosystem I subunit X
3323275,3324552,1,BAA18672,RNA polymerase sigma factor
3330281,3331042,1,BAA18673,
3331045,3331587,1,BAA18674,
3331625,3332821,1,BAA18675,
3333244,3335046,1,BAA18676,aspartate kinase
3335247,3336242,1,BAA18677,
3336407,3338548,1,BAA18678,oligopeptidase A
3338682,3339485,1,BAA18679,pyrroline carboxylate reductase
3339500,3340969,-1,BAA18680,LIM17 protein
3341166,3341843,-1,BAA18681,
3342125,3342442,-1,BAA18682,
3342857,3344944,1,BAA18683,arginine decarboxylase
3345027,3345815,-1,BAA18684,
3345861,3346817,-1,BAA18685,quinolinate synthetase
3346910,3347656,-1,BAA18686,thiol:disulfide interchange protein; DsbD
3347941,3348201,1,BAA18687,
3348191,3348553,1,BAA18688,
3348690,3351296,1,BAA18689,
3351526,3352353,1,BAA18690,
3352682,3353203,1,BAA18691,
3353196,3353732,1,BAA18692,
3354192,3358862,-1,BAA18693,ferredoxin-dependent glutamate synthase
3359578,3360579,1,BAA18694,2-hydroxyaciddehydrogenase
3360732,3362006,-1,BAA18695,carbamoyl-phosphate synthetase subunit A
3362057,3363166,1,BAA18696,
3363266,3365797,-1,BAA18697,mannose-1-phosphate guanyltransferase
3365944,3367137,-1,BAA18698,
3367417,3368289,1,BAA18699,shikimate 5-dehydrogenase
3368416,3369621,1,BAA18700,histidyl tRNA synthetase
3369699,3370028,1,BAA18701,glutaredoxin
3370059,3370946,1,BAA18702,
3371247,3372023,1,BAA18703,RNA polymerase sigma-37
3372152,3372493,1,BAA18704,
3372502,3373689,1,BAA18705,
3373719,3374765,-1,BAA18706,beta transducin-like protein
3375291,3377588,1,BAA18707,
3377869,3378279,1,BAA18708,
3378247,3379086,-1,BAA18709,
3379102,3379767,-1,BAA18710,
3380130,3380789,1,BAA18711,
3380809,3381489,1,BAA18712,
3381543,3382397,1,BAA18713,
3382575,3383369,1,BAA18714,
3383577,3383846,-1,BAA18715,
3384151,3385590,1,BAA18716,
3385642,3385962,1,BAA18717,
3386005,3386493,1,BAA18718,
3386777,3388465,1,BAA18719,
3388694,3389491,-1,BAA18720,
3389395,3389883,-1,BAA18721,
3390028,3391602,-1,BAA18722,NADH dehydrogenase
3391645,3392187,-1,BAA18723,transforming growth factor induced protein
3392302,3393453,-1,BAA18724,
3393495,3394850,-1,BAA18725,
3394954,3395718,-1,BAA18726,glucose-6-P-dehydrogenase
3395763,3398261,-1,BAA18727,
3398409,3398717,-1,BAA18728,
3398899,3399261,1,BAA18729,
3399457,3400350,-1,BAA18730,sensory transduction histidine kinase
3400402,3401418,-1,BAA18731,transposase
3401456,3402901,-1,BAA18732,
3402929,3403372,-1,BAA18733,
3403557,3404306,-1,BAA18734,phycobilisome rod-core linker polypeptide; CpcG
3404545,3405249,1,BAA18735,OmpR subfamily
3405462,3405848,1,BAA18736,transposase
3405991,3406311,1,BAA18737,transposase
3406416,3407822,-1,BAA18738,3-isopropylmalate dehydratase
3408051,3409316,1,BAA18739,regulatory components of sensory transduction system
3409355,3410623,1,BAA18740,glucosylglycerolphosphate phosphatase
3410761,3411852,1,BAA18741,ATP-binding subunit of an ABC-type osmolyte transporter
3411849,3413075,-1,BAA18742,
3413078,3414667,-1,BAA18743,
3414833,3415525,1,BAA18744,
3415989,3416924,1,BAA18745,light-independent protochlorophyllide reductase iron protein subunit; ChlL
3417442,3418851,1,BAA18746,protochlorophillide reductase subunit; ChlN
3418971,3419420,-1,BAA18747,
3419545,3420291,1,BAA18748,
3420416,3421714,1,BAA18749,enolase
3421907,3422482,-1,BAA18750,
3423032,3424381,1,BAA18751,P protein
3424394,3424648,-1,BAA18752,
3424667,3425524,-1,BAA18753,modification methylase
3425538,3426518,-1,BAA18754,acetyl-CoA carboxylase alpha subunit
3427756,3428013,1,BAA18755,
3428383,3428940,1,BAA18756,
3428962,3429171,1,BAA18757,
3429461,3431203,-1,BAA18758,
3431317,3433020,-1,BAA18759,phosphoglucomutase
3433362,3434261,1,BAA18760,
3434388,3434705,1,BAA18761,
3434876,3436435,1,BAA18762,
3436529,3441844,-1,BAA18763,
3442661,3443311,-1,BAA18764,
3443514,3447386,-1,BAA18765,leukotoxin; LtA
3447715,3448158,-1,BAA18766,apxIC gene product hemolysin activation protein
3448208,3449110,-1,BAA18767,
3449928,3452129,1,BAA18768,haemolysin secretion ATP-binding protein
3452461,3453162,1,BAA18769,
3453175,3454425,1,BAA18770,N-acyl-L-amino acid amidohydrolase
3454422,3456056,-1,BAA18771,
3456238,3456954,-1,BAA18772,
3457459,3457932,1,BAA18773,photosystem I subunit XI
3458023,3458145,1,BAA18774,photosystem I subunit VIII
3458282,3459397,1,BAA18775,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
3459781,3460608,1,BAA18776,PleD gene product
3460651,3461250,1,BAA18777,
3461313,3461654,1,BAA18778,
3461844,3462422,1,BAA18779,
3462883,3463341,-1,BAA18780,
3463667,3465289,-1,BAA18781,exopolyphosphatase
3465779,3467743,1,BAA18782,
3467881,3468696,-1,BAA18783,glutathione S-transferase
3468873,3470885,1,BAA18784,
3471003,3471842,1,BAA18785,diaminopimelate epimerase
3472053,3473210,1,BAA18786,pleiotropic regulatory protein
3473234,3473485,1,BAA18787,
3473513,3474199,-1,BAA18788,response regulator like protein
3475181,3475618,-1,BAA18789,
3476059,3476595,1,BAA18790,
3476642,3477484,1,BAA18791,
3477551,3477754,1,BAA18792,
3478132,3479034,-1,BAA18793,
3479219,3479683,-1,BAA18794,
3479829,3482141,-1,BAA18795,cytochrome b subunit of nitric oxide reductase
3482568,3483284,1,BAA18796,DNR protein
3483472,3484590,-1,BAA18797,
3484623,3485828,-1,BAA18798,
3485837,3486643,-1,BAA18799,
3486693,3489911,-1,BAA18800,
3490014,3491501,-1,BAA18801,
3491512,3492015,-1,BAA18802,
3492073,3493482,-1,BAA18803,
3493885,3496905,1,BAA18804,antiviral protein
3497016,3497351,-1,BAA18805,
3497389,3498771,-1,BAA18806,
3498903,3500588,1,BAA18807,dihydroxyacid dehydratase
3500713,3503178,1,BAA18808,
3503304,3503585,-1,BAA18809,
3503637,3504092,-1,BAA18810,
3504240,3506969,1,BAA18811,cation or drug efflux system protein
3507027,3507452,1,BAA18812,
3507523,3507999,1,BAA18813,
3508111,3509001,1,BAA18814,tRNA pseudouridine 55 synthase
3509112,3509747,1,BAA18815,
3510156,3511580,1,BAA18816,
3511818,3512291,1,BAA18817,transposase
3512315,3513163,-1,BAA18818,transposase
3513229,3513441,1,BAA18819,transposase
3513516,3514040,1,BAA18820,transposase
3514232,3516208,-1,BAA18821,heat shock protein
3516539,3517858,1,BAA18822,ADP-glucose pyrophosphorylase
3517887,3518735,1,BAA18823,
3518845,3519312,1,BAA18824,
3519431,3520561,1,BAA18825,
3520597,3521694,-1,BAA18826,peptide chain release factor
3521783,3522367,-1,BAA18827,
3522433,3523260,-1,BAA18828,
3523717,3524799,1,BAA18829,photosystem II D1 protein
3524938,3525450,1,BAA18830,
3525482,3526066,1,BAA18831,
3526097,3526591,1,BAA18832,
3527045,3527581,1,BAA18833,cytochrome b6/f-complex iron-sulfur protein
3527642,3528088,1,BAA18834,
3528265,3529305,1,BAA18835,
3529323,3529994,1,BAA18836,chloroplast membrane-associated 30 kD protein
3529916,3530971,1,BAA18837,
3530979,3531755,-1,BAA18838,
3531885,3532400,-1,BAA18839,
3532600,3533610,1,BAA18840,zinc-containing alcohol dehydrogenase family
3533844,3535046,1,BAA18841,argininosuccinate synthetase
3535165,3535938,1,BAA18842,
3536090,3536422,1,BAA18843,
3536464,3537630,-1,BAA18844,phosphoribosyl aminoimidazole carboxylase
3537706,3538215,-1,BAA18845,
3538411,3538803,1,BAA18846,
3538833,3539387,1,BAA18847,
